   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 representer.py:12(RepresenterError)
        1    0.000    0.000    0.000    0.000 representer.py:139(SafeRepresenter)
        1    0.000    0.000    0.000    0.000 representer.py:15(BaseRepresenter)
        1    0.000    0.000    0.000    0.000 representer.py:2(<module>)
        1    0.000    0.000    0.000    0.000 representer.py:291(Representer)
       34    0.000    0.000    0.000    0.000 representer.py:74(add_representer)
        2    0.000    0.000    0.000    0.000 representer.py:80(add_multi_representer)
        1    0.000    0.000    0.000    0.000 resolution.py:11(<module>)
        1    0.000    0.000    0.000    0.000 resolution.py:157(Clause)
        1    0.000    0.000    0.000    0.000 resolution.py:25(ProverParseError)
        1    0.000    0.000    0.000    0.000 resolution.py:27(ResolutionProver)
        1    0.000    0.000    0.000    0.000 resolution.py:460(BindingDict)
        1    0.000    0.000    0.000    0.000 resolution.py:585(BindingException)
        1    0.000    0.000    0.000    0.000 resolution.py:592(UnificationException)
        1    0.000    0.000    0.000    0.000 resolution.py:597(DebugObject)
        1    0.000    0.000    0.000    0.000 resolution.py:94(ResolutionProverCommand)
        1    0.000    0.000    0.000    0.000 resolver.py:12(BaseResolver)
        1    0.000    0.000    0.000    0.000 resolver.py:164(Resolver)
        1    0.000    0.000    0.450    0.450 resolver.py:2(<module>)
        8    0.003    0.000    0.010    0.001 resolver.py:25(add_implicit_resolver)
        1    0.000    0.000    0.000    0.000 resolver.py:9(ResolverError)
        1    0.010    0.010    0.017    0.017 result.py:1(<module>)
        3    0.000    0.000    0.000    0.000 result.py:14(failfast)
        1    0.000    0.000    0.000    0.000 result.py:26(TestResult)
        1    0.000    0.000    0.000    0.000 rfc822.py:496(AddrlistClass)
        1    0.000    0.000    0.000    0.000 rfc822.py:71(<module>)
        1    0.000    0.000    0.000    0.000 rfc822.py:770(AddressList)
        1    0.000    0.000    0.000    0.000 rfc822.py:85(Message)
        1    0.000    0.000    0.000    0.000 rslp.py:34(<module>)
        1    0.000    0.000    0.000    0.000 rslp.py:38(RSLPStemmer)
        1    0.003    0.003    0.003    0.003 rte.py:104(RTECorpusReader)
        1    0.000    0.000    0.003    0.003 rte.py:34(<module>)
        1    0.000    0.000    0.000    0.000 rte.py:57(RTEPair)
        1    0.000    0.000    0.000    0.000 rte_classify.py:18(<module>)
        1    0.000    0.000    0.000    0.000 rte_classify.py:44(RTEFeatureExtractor)
        1    0.003    0.003    0.003    0.003 runner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 runner.py:119(TextTestRunner)
        1    0.000    0.000    0.000    0.000 runner.py:12(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 runner.py:28(TextTestResult)
        1    0.000    0.000    0.000    0.000 rv.py:1(<module>)
       15    0.003    0.000    0.003    0.000 sbcharsetprober.py:100(get_confidence)
        1    0.003    0.003    0.003    0.003 sbcharsetprober.py:29(<module>)
        1    0.000    0.000    0.000    0.000 sbcharsetprober.py:41(SingleByteCharSetProber)
       15    0.003    0.000    0.007    0.000 sbcharsetprober.py:42(__init__)
       30    0.003    0.000    0.003    0.000 sbcharsetprober.py:49(reset)
       15    0.017    0.001    0.057    0.004 sbcharsetprober.py:63(feed)
        1    0.007    0.007    0.010    0.010 sbcsgroupprober.py:29(<module>)
        1    0.000    0.000    0.000    0.000 sbcsgroupprober.py:40(SBCSGroupProber)
        1    0.000    0.000    0.007    0.007 sbcsgroupprober.py:41(__init__)
        1    0.000    0.000    0.000    0.000 scanner.py:27(<module>)
        1    0.000    0.000    0.000    0.000 scanner.py:32(ScannerError)
        1    0.000    0.000    0.000    0.000 scanner.py:35(SimpleKey)
        1    0.000    0.000    0.000    0.000 scanner.py:46(Scanner)
        1    0.000    0.000    0.000    0.000 scikitlearn.py:34(<module>)
        1    0.000    0.000    0.000    0.000 scikitlearn.py:45(SklearnClassifier)
        1    0.000    0.000    0.000    0.000 scimath.py:17(<module>)
        1    0.003    0.003   20.843   20.843 scores.py:10(<module>)
        1    0.000    0.000    0.000    0.000 segmentation.py:42(<module>)
        1    0.000    0.000    0.000    0.000 semcor.py:10(<module>)
        1    0.000    0.000    0.000    0.000 semcor.py:194(SemcorSentence)
        1    0.000    0.000    0.000    0.000 semcor.py:203(SemcorWordView)
        1    0.000    0.000    0.000    0.000 semcor.py:22(SemcorCorpusReader)
        1    0.000    0.000    0.007    0.007 senseval.py:23(<module>)
        1    0.000    0.000    0.000    0.000 senseval.py:36(SensevalInstance)
        1    0.000    0.000    0.000    0.000 senseval.py:47(SensevalCorpusReader)
        1    0.000    0.000    0.000    0.000 senseval.py:71(SensevalCorpusView)
        1    0.000    0.000    0.000    0.000 sequential.py:102(ContextTagger)
        1    0.003    0.003    0.013    0.013 sequential.py:19(<module>)
        1    0.003    0.003    0.003    0.003 sequential.py:212(DefaultTagger)
        1    0.000    0.000    0.000    0.000 sequential.py:241(NgramTagger)
        1    0.000    0.000    0.000    0.000 sequential.py:281(UnigramTagger)
        1    0.000    0.000    0.000    0.000 sequential.py:31(SequentialBackoffTagger)
        1    0.000    0.000    0.000    0.000 sequential.py:323(BigramTagger)
        1    0.000    0.000    0.000    0.000 sequential.py:349(TrigramTagger)
        1    0.000    0.000    0.000    0.000 sequential.py:375(AffixTagger)
        1    0.000    0.000    0.000    0.000 sequential.py:419(RegexpTagger)
        1    0.000    0.000    0.000    0.000 sequential.py:483(ClassifierBasedTagger)
        1    0.000    0.000    0.000    0.000 sequential.py:616(ClassifierBasedPOSTagger)
        1    0.000    0.000    0.000    0.000 serializer.py:11(Serializer)
        1    0.000    0.000    0.000    0.000 serializer.py:2(<module>)
        1    0.000    0.000    0.000    0.000 serializer.py:8(SerializerError)
        1    0.000    0.000    0.010    0.010 sexpr.py:50(<module>)
        1    0.000    0.000    0.000    0.000 sexpr.py:56(SExprTokenizer)
        1    0.000    0.000    0.010    0.010 sexpr.py:78(__init__)
        2    0.000    0.000    0.000    0.000 shape_base.py:1(<module>)
        4    0.000    0.000    0.003    0.001 shape_base.py:6(atleast_1d)
        1    0.000    0.000    0.000    0.000 shutil.py:31(Error)
        1    0.000    0.000    0.000    0.000 shutil.py:34(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:38(ExecError)
        1    0.003    0.003    0.003    0.003 shutil.py:5(<module>)
        1    0.000    0.000    0.000    0.000 signals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 simple.py:36(<module>)
        1    0.000    0.000    0.000    0.000 simple.py:41(SpaceTokenizer)
        1    0.000    0.000    0.000    0.000 simple.py:54(TabTokenizer)
        1    0.000    0.000    0.000    0.000 simple.py:65(CharTokenizer)
        1    0.000    0.000    0.000    0.000 simple.py:77(LineTokenizer)
        1    0.000    0.000    0.000    0.000 simplify.py:12(<module>)
        1    0.003    0.003    0.060    0.060 sinica_treebank.py:39(<module>)
        1    0.000    0.000    0.000    0.000 sinica_treebank.py:54(SinicaTreebankCorpusReader)
        2    0.017    0.008    0.023    0.012 six.py:1(<module>)
        2    0.000    0.000    0.000    0.000 six.py:106(MovedAttribute)
       18    0.000    0.000    0.000    0.000 six.py:108(__init__)
        2    0.000    0.000    0.000    0.000 six.py:126(_resolve)
        2    0.000    0.000    0.000    0.000 six.py:132(_MovedItems)
        2    0.000    0.000    0.000    0.000 six.py:192(add_move)
        1    0.000    0.000    0.000    0.000 six.py:250(Iterator)
        1    0.000    0.000    0.000    0.000 six.py:260(Iterator)
       19    0.000    0.000    0.007    0.000 six.py:320(exec_)
        1    0.000    0.000    0.000    0.000 six.py:336(exec_)
        2    0.000    0.000    0.000    0.000 six.py:53(X)
        2    0.000    0.000    0.000    0.000 six.py:54(__len__)
        8    0.000    0.000    0.000    0.000 six.py:67(_add_doc)
        2    0.000    0.000    0.000    0.000 six.py:72(_import_module)
        2    0.000    0.000    0.000    0.000 six.py:78(_LazyDescr)
       88    0.000    0.000    0.000    0.000 six.py:80(__init__)
        2    0.000    0.000    0.000    0.000 six.py:83(__get__)
        2    0.000    0.000    0.000    0.000 six.py:91(MovedModule)
       70    0.007    0.000    0.007    0.000 six.py:93(__init__)
        1    0.000    0.000    0.013    0.013 sjisprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 sjisprober.py:36(SJISProber)
        1    0.000    0.000    0.000    0.000 sjisprober.py:37(__init__)
        2    0.000    0.000    0.000    0.000 sjisprober.py:44(reset)
        1    0.003    0.003    0.017    0.017 sjisprober.py:51(feed)
        1    0.000    0.000    0.000    0.000 skolemize.py:9(<module>)
        1    0.000    0.000    0.003    0.003 slsqp.py:14(<module>)
        1    0.000    0.000    0.000    0.000 snowball.py:1051(FinnishStemmer)
        1    0.000    0.000    0.000    0.000 snowball.py:131(PorterStemmer)
        1    0.000    0.000    0.000    0.000 snowball.py:1319(FrenchStemmer)
        1    0.000    0.000    0.000    0.000 snowball.py:148(_ScandinavianStemmer)
        1    0.000    0.000    0.000    0.000 snowball.py:1672(GermanStemmer)
        1    0.000    0.000    0.000    0.000 snowball.py:1819(HungarianStemmer)
        1    0.000    0.000    0.000    0.000 snowball.py:192(_StandardStemmer)
        1    0.003    0.003    0.003    0.003 snowball.py:20(<module>)
        1    0.000    0.000    0.000    0.000 snowball.py:2094(ItalianStemmer)
        1    0.000    0.000    0.000    0.000 snowball.py:2328(NorwegianStemmer)
        1    0.000    0.000    0.000    0.000 snowball.py:2414(PortugueseStemmer)
        1    0.000    0.000    0.000    0.000 snowball.py:2622(RomanianStemmer)
        1    0.000    0.000    0.000    0.000 snowball.py:27(SnowballStemmer)
        1    0.000    0.000    0.000    0.000 snowball.py:286(DanishStemmer)
        1    0.000    0.000    0.000    0.000 snowball.py:2878(RussianStemmer)
        1    0.000    0.000    0.000    0.000 snowball.py:3319(SpanishStemmer)
        1    0.000    0.000    0.000    0.000 snowball.py:3570(SwedishStemmer)
        1    0.000    0.000    0.000    0.000 snowball.py:405(DutchStemmer)
        1    0.000    0.000    0.000    0.000 snowball.py:582(EnglishStemmer)
        1    0.000    0.000    0.000    0.000 snowball.py:93(_LanguageSpecificStemmer)
        1    0.000    0.000    0.000    0.000 socket.py:167(_closedsocket)
        1    0.000    0.000    0.000    0.000 socket.py:179(_socketobject)
        1    0.000    0.000    0.003    0.003 socket.py:185(__init__)
        1    0.000    0.000    0.000    0.000 socket.py:212(makefile)
       63    0.003    0.000    0.013    0.000 socket.py:223(meth)
        1    0.000    0.000    0.000    0.000 socket.py:235(_fileobject)
        1    0.000    0.000    0.000    0.000 socket.py:246(__init__)
       33    0.010    0.000    0.010    0.000 socket.py:336(read)
       61    0.023    0.000    0.040    0.001 socket.py:406(readline)
        1    0.033    0.033    0.033    0.033 socket.py:45(<module>)
        1    0.000    0.000    0.000    0.000 sourcedstring.py:1018(CompoundSourcedString)
        1    0.000    0.000    0.000    0.000 sourcedstring.py:1168(SimpleSourcedByteString)
        1    0.000    0.000    0.000    0.000 sourcedstring.py:1170(SimpleSourcedUnicodeString)
        1    0.000    0.000    0.000    0.000 sourcedstring.py:1172(CompoundSourcedByteString)
        1    0.000    0.000    0.000    0.000 sourcedstring.py:1174(CompoundSourcedUnicodeString)
        1    0.000    0.000    0.000    0.000 sourcedstring.py:1191(SourcedStringRegexp)
        1    0.000    0.000    0.000    0.000 sourcedstring.py:1258(SourcedStringStream)
        1    0.000    0.000    0.000    0.000 sourcedstring.py:1351(SourcedStringStreamPos)
        1    0.000    0.000    0.000    0.000 sourcedstring.py:174(ConsecutiveCharStringSource)
        1    0.000    0.000    0.000    0.000 sourcedstring.py:226(ContiguousCharStringSource)
        1    0.000    0.000    0.083    0.083 sourcedstring.py:25(<module>)
        1    0.000    0.000    0.020    0.020 sourcedstring.py:284(SourcedString)
        1    0.000    0.000    0.063    0.063 sourcedstring.py:43(StringSource)
        1    0.000    0.000    0.000    0.000 sourcedstring.py:889(SimpleSourcedString)
        1    0.000    0.000    0.000    0.000 spearman.py:10(<module>)
        1    0.000    0.000    0.053    0.053 special_matrices.py:1(<module>)
        1    0.000    0.000    0.000    0.000 spfun_stats.py:34(<module>)
        1    0.000    0.000    0.000    0.000 sputils.py:2(<module>)
        1    0.000    0.000    0.000    0.000 sr.py:17(ShiftReduceParser)
        1    0.000    0.000    0.000    0.000 sr.py:274(SteppingShiftReduceParser)
        1    0.000    0.000    0.000    0.000 sr.py:9(<module>)
      514    0.073    0.000    0.473    0.001 sre_compile.py:179(_compile_charset)
      514    0.140    0.000    0.337    0.001 sre_compile.py:208(_optimize_charset)
     1371    0.023    0.000    0.023    0.000 sre_compile.py:25(_identityfunction)
       71    0.040    0.001    0.053    0.001 sre_compile.py:259(_mk_bitmap)
        3    0.070    0.023    0.087    0.029 sre_compile.py:302(_optimize_unicode)
 1330/180    0.613    0.000    1.610    0.009 sre_compile.py:33(_compile)
      567    0.070    0.000    0.110    0.000 sre_compile.py:355(_simple)
      180    0.080    0.000    0.420    0.002 sre_compile.py:362(_compile_info)
      360    0.023    0.000    0.023    0.000 sre_compile.py:475(isstring)
      180    0.027    0.000    2.060    0.011 sre_compile.py:481(_code)
      180    0.020    0.000    4.663    0.026 sre_compile.py:496(compile)
       43    0.000    0.000    0.003    0.000 sre_compile.py:52(fixup)
     2653    0.067    0.000    0.117    0.000 sre_parse.py:127(__len__)
       14    0.000    0.000    0.000    0.000 sre_parse.py:129(__delitem__)
     5582    0.180    0.000    0.280    0.000 sre_parse.py:131(__getitem__)
      569    0.017    0.000    0.017    0.000 sre_parse.py:135(__setitem__)
     2220    0.083    0.000    0.130    0.000 sre_parse.py:139(append)
 1884/755    0.190    0.000    0.247    0.000 sre_parse.py:141(getwidth)
      183    0.010    0.000    0.017    0.000 sre_parse.py:179(__init__)
     8281    0.410    0.000    0.703    0.000 sre_parse.py:183(__next)
     3756    0.067    0.000    0.160    0.000 sre_parse.py:196(match)
     7045    0.267    0.000    0.870    0.000 sre_parse.py:202(get)
        9    0.000    0.000    0.000    0.000 sre_parse.py:206(tell)
        2    0.000    0.000    0.000    0.000 sre_parse.py:208(seek)
      200    0.007    0.000    0.007    0.000 sre_parse.py:211(isident)
        2    0.000    0.000    0.000    0.000 sre_parse.py:214(isdigit)
       34    0.007    0.000    0.013    0.000 sre_parse.py:217(isname)
      180    0.020    0.000    0.027    0.000 sre_parse.py:226(_class_escape)
      411    0.030    0.000    0.053    0.000 sre_parse.py:258(_escape)
  511/182    0.133    0.000    2.493    0.014 sre_parse.py:302(_parse_sub)
  694/216    0.637    0.001    2.420    0.011 sre_parse.py:380(_parse)
  182/180    0.033    0.000    2.563    0.014 sre_parse.py:676(parse)
      182    0.010    0.000    0.010    0.000 sre_parse.py:68(__init__)
        1    0.000    0.000    0.003    0.003 sre_parse.py:704(parse_template)
        6    0.000    0.000    0.000    0.000 sre_parse.py:711(literal)
      259    0.013    0.000    0.017    0.000 sre_parse.py:73(opengroup)
        1    0.000    0.000    0.000    0.000 sre_parse.py:791(expand_template)
      259    0.003    0.000    0.003    0.000 sre_parse.py:84(closegroup)
        1    0.000    0.000    0.000    0.000 sre_parse.py:86(checkgroup)
     1347    0.020    0.000    0.020    0.000 sre_parse.py:91(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:100(SSLSocket)
        1    0.000    0.000    0.000    0.000 ssl.py:56(<module>)
        1    0.000    0.000    0.000    0.000 stanford.py:100(POSTagger)
        1    0.003    0.003    0.003    0.003 stanford.py:12(<module>)
        1    0.000    0.000    0.000    0.000 stanford.py:132(NERTagger)
        1    0.000    0.000    0.000    0.000 stanford.py:23(StanfordTagger)
        1    0.000    0.000    0.000    0.000 stat.py:21(S_IMODE)
    17978    0.300    0.000    0.300    0.000 stat.py:24(S_IFMT)
      846    0.033    0.000    0.037    0.000 stat.py:40(S_ISDIR)
        1    0.000    0.000    0.000    0.000 stat.py:49(S_ISREG)
    17131    0.547    0.000    0.843    0.000 stat.py:55(S_ISLNK)
        1    0.013    0.013   19.890   19.890 stats.py:165(<module>)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:12(DummyArray)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:7(<module>)
        1    0.000    0.000    0.000    0.000 string.py:131(__init__)
        6    0.000    0.000    0.090    0.015 string.py:148(substitute)
      642    0.023    0.000    0.043    0.000 string.py:158(convert)
       13    0.000    0.000    0.000    0.000 string.py:308(join)
        1    0.000    0.000    0.000    0.000 string_category.py:18(<module>)
        1    0.000    0.000    0.000    0.000 string_category.py:30(StringCategoryCorpusReader)
        1    0.010    0.010    0.060    0.060 subprocess.py:389(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:402(CalledProcessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:649(Popen)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 suite.py:252(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 suite.py:299(_DebugResult)
        1    0.000    0.000    0.000    0.000 suite.py:78(TestSuite)
        1    0.000    0.000    0.000    0.000 switchboard.py:15(SwitchboardTurn)
        1    0.000    0.000    0.017    0.017 switchboard.py:36(SwitchboardCorpusReader)
        1    0.000    0.000    0.017    0.017 switchboard.py:8(<module>)
        1    0.000    0.000    0.000    0.000 sysconfig.py:123(is_python_build)
        2    0.000    0.000    0.000    0.000 sysconfig.py:164(_get_default_scheme)
        1    0.000    0.000    0.000    0.000 sysconfig.py:3(<module>)
        1    0.000    0.000    0.000    0.000 sysconfig.py:518(get_platform)
        1    0.000    0.000    0.000    0.000 sysconfig.py:97(_safe_realpath)
        1    0.000    0.000    0.000    0.000 table.py:10(<module>)
        1    0.000    0.000    0.000    0.000 table.py:21(MultiListbox)
        1    0.000    0.000    0.000    0.000 table.py:534(Table)
        1    0.003    0.003    0.003    0.003 tableau.py:11(<module>)
        1    0.000    0.000    0.000    0.000 tableau.py:28(ProverParseError)
        1    0.000    0.000    0.000    0.000 tableau.py:30(TableauProver)
        1    0.000    0.000    0.000    0.000 tableau.py:325(TableauProverCommand)
        1    0.000    0.000    0.000    0.000 tableau.py:342(Agenda)
        1    0.000    0.000    0.000    0.000 tableau.py:480(Debug)
        1    0.000    0.000    0.000    0.000 tableau.py:512(Categories)
        1    0.000    0.000    0.000    0.000 tadm.py:8(<module>)
        1    0.003    0.003    0.007    0.007 tagged.py:12(<module>)
        1    0.000    0.000    0.000    0.000 tagged.py:171(CategorizedTaggedCorpusReader)
        1    0.000    0.000    0.000    0.000 tagged.py:216(TaggedCorpusView)
        1    0.000    0.000    0.003    0.003 tagged.py:23(TaggedCorpusReader)
        1    0.000    0.000    0.000    0.000 tagged.py:260(MacMorphoCorpusReader)
        1    0.000    0.000    0.000    0.000 tagged.py:281(TimitTaggedCorpusReader)
        1    0.003    0.003    0.003    0.003 tempfile.py:108(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 tempfile.py:120(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:124(rng)
        1    0.000    0.000    0.000    0.000 tempfile.py:135(next)
        1    0.000    0.000    0.000    0.000 tempfile.py:148(_candidate_tempdir_list)
        1    0.000    0.000    0.000    0.000 tempfile.py:176(_get_default_tempdir)
        1    0.000    0.000    0.023    0.023 tempfile.py:18(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:258(gettempdir)
        1    0.000    0.000    0.000    0.000 tempfile.py:368(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:497(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 text.py:118(ConcordanceIndex)
        1    0.000    0.000    0.013    0.013 text.py:15(<module>)
        1    0.000    0.000    0.000    0.000 text.py:204(TokenSearcher)
        1    0.000    0.000    0.013    0.013 text.py:258(Text)
        1    0.000    0.000    0.000    0.000 text.py:29(ContextIndex)
        1    0.000    0.000    0.000    0.000 text.py:542(TextCollection)
        1    0.000    0.000    0.000    0.000 texttiling.py:24(TextTilingTokenizer)
        1    0.000    0.000    0.000    0.000 texttiling.py:364(TokenTableField)
        1    0.000    0.000    0.000    0.000 texttiling.py:377(TokenSequence)
        1    0.000    0.000    0.000    0.000 texttiling.py:9(<module>)
        5    0.000    0.000    0.090    0.018 textwrap.py:115(__init__)
        5    0.000    0.000    0.000    0.000 textwrap.py:146(_munge_whitespace)
        5    0.000    0.000    0.003    0.001 textwrap.py:163(_split)
        5    0.003    0.001    0.007    0.001 textwrap.py:243(_wrap_chunks)
        5    0.000    0.000    0.010    0.002 textwrap.py:316(wrap)
        5    0.000    0.000    0.010    0.002 textwrap.py:331(fill)
        5    0.000    0.000    0.100    0.020 textwrap.py:356(fill)
        1    0.000    0.000    0.007    0.007 textwrap.py:374(dedent)
        1    0.003    0.003    0.013    0.013 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1056(_Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1086(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1088(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1095(_set_daemon)
        1    0.000    0.000    0.000    0.000 threading.py:1126(_DummyThread)
        1    0.000    0.000    0.000    0.000 threading.py:113(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:124(_RLock)
        1    0.000    0.000    0.000    0.000 threading.py:131(__init__)
        2    0.000    0.000    0.000    0.000 threading.py:146(acquire)
        2    0.000    0.000    0.000    0.000 threading.py:186(release)
        2    0.000    0.000    0.000    0.000 threading.py:241(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:254(_Condition)
        2    0.000    0.000    0.000    0.000 threading.py:259(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:299(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:372(notify)
        1    0.000    0.000    0.000    0.000 threading.py:399(notifyAll)
        1    0.000    0.000    0.000    0.000 threading.py:422(_Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:514(_BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:539(Event)
        1    0.000    0.000    0.000    0.000 threading.py:549(_Event)
        1    0.000    0.000    0.000    0.000 threading.py:558(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:56(_Verbose)
        1    0.000    0.000    0.000    0.000 threading.py:573(set)
        5    0.000    0.000    0.000    0.000 threading.py:58(__init__)
        5    0.000    0.000    0.000    0.000 threading.py:63(_note)
        1    0.000    0.000    0.000    0.000 threading.py:638(Thread)
        1    0.000    0.000    0.000    0.000 threading.py:654(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:787(_set_ident)
        1    0.000    0.000    0.000    0.000 timit.py:120(<module>)
        1    0.000    0.000    0.000    0.000 timit.py:134(TimitCorpusReader)
        1    0.000    0.000    0.000    0.000 timit.py:417(SpeakerInfo)
        1    0.000    0.000    0.000    0.000 tkCommonDialog.py:11(<module>)
        1    0.000    0.000    0.000    0.000 tkCommonDialog.py:13(Dialog)
        1    0.000    0.000    0.000    0.000 tkFileDialog.py:101(Directory)
        1    0.000    0.000    0.000    0.000 tkFileDialog.py:43(<module>)
        1    0.000    0.000    0.000    0.000 tkFileDialog.py:45(_Dialog)
        1    0.000    0.000    0.000    0.000 tkFileDialog.py:74(Open)
        1    0.000    0.000    0.000    0.000 tkFileDialog.py:94(SaveAs)
        1    0.000    0.000    0.000    0.000 tkFont.py:24(Font)
        1    0.000    0.000    0.000    0.000 tkFont.py:9(<module>)
        1    0.003    0.003    0.003    0.003 tkMessageBox.py:25(<module>)
        1    0.000    0.000    0.000    0.000 tkMessageBox.py:57(Message)
        1    0.000    0.000    0.000    0.000 tnc.py:33(<module>)
        1    0.003    0.003    0.003    0.003 tnt.py:14(<module>)
        1    0.000    0.000    0.000    0.000 tnt.py:20(TnT)
        1    0.000    0.000    0.000    0.000 token.py:3(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:145(TokenError)
        1    0.000    0.000    0.000    0.000 tokenize.py:147(StopTokenizing)
        1    0.000    0.000    0.000    0.000 tokenize.py:178(Untokenizer)
        1    0.003    0.003    0.830    0.830 tokenize.py:23(<module>)
       19    0.003    0.000    0.003    0.000 tokenize.py:44(group)
        1    0.000    0.000    0.000    0.000 tokenize.py:45(any)
        2    0.000    0.000    0.000    0.000 tokenize.py:46(maybe)
        1    0.000    0.000    0.000    0.000 tokens.py:17(DirectiveToken)
        1    0.000    0.000    0.000    0.000 tokens.py:2(<module>)
        1    0.000    0.000    0.000    0.000 tokens.py:2(Token)
        1    0.000    0.000    0.000    0.000 tokens.py:25(DocumentStartToken)
        1    0.000    0.000    0.000    0.000 tokens.py:28(DocumentEndToken)
        1    0.000    0.000    0.000    0.000 tokens.py:31(StreamStartToken)
        1    0.000    0.000    0.000    0.000 tokens.py:39(StreamEndToken)
        1    0.000    0.000    0.000    0.000 tokens.py:42(BlockSequenceStartToken)
        1    0.000    0.000    0.000    0.000 tokens.py:45(BlockMappingStartToken)
        1    0.000    0.000    0.000    0.000 tokens.py:48(BlockEndToken)
        1    0.000    0.000    0.000    0.000 tokens.py:51(FlowSequenceStartToken)
        1    0.000    0.000    0.000    0.000 tokens.py:54(FlowMappingStartToken)
        1    0.000    0.000    0.000    0.000 tokens.py:57(FlowSequenceEndToken)
        1    0.000    0.000    0.000    0.000 tokens.py:60(FlowMappingEndToken)
        1    0.000    0.000    0.000    0.000 tokens.py:63(KeyToken)
        1    0.000    0.000    0.000    0.000 tokens.py:66(ValueToken)
        1    0.000    0.000    0.000    0.000 tokens.py:69(BlockEntryToken)
        1    0.000    0.000    0.000    0.000 tokens.py:72(FlowEntryToken)
        1    0.000    0.000    0.000    0.000 tokens.py:75(AliasToken)
        1    0.000    0.000    0.000    0.000 tokens.py:82(AnchorToken)
        1    0.000    0.000    0.000    0.000 tokens.py:89(TagToken)
        1    0.000    0.000    0.000    0.000 tokens.py:96(ScalarToken)
        1    0.000    0.000    0.007    0.007 toolbox.py:11(<module>)
        1    0.003    0.003    0.010    0.010 toolbox.py:13(<module>)
        1    0.000    0.000    0.000    0.000 toolbox.py:134(ToolboxData)
        1    0.000    0.000    0.000    0.000 toolbox.py:20(StandardFormat)
        1    0.000    0.000    0.000    0.000 toolbox.py:24(ToolboxCorpusReader)
        1    0.000    0.000    0.000    0.000 toolbox.py:313(ToolboxSettings)
        1    0.003    0.003    0.003    0.003 traceback.py:1(<module>)
        1    0.003    0.003    0.013    0.013 tree.py:10(<module>)
        1    0.000    0.000    0.000    0.000 tree.py:1020(ParentedTree)
        1    0.000    0.000    0.000    0.000 tree.py:1137(MultiParentedTree)
        1    0.000    0.000    0.000    0.000 tree.py:1301(ImmutableParentedTree)
        1    0.000    0.000    0.000    0.000 tree.py:1304(ImmutableMultiParentedTree)
        1    0.000    0.000    0.000    0.000 tree.py:1312(ProbabilisticTree)
        1    0.000    0.000    0.000    0.000 tree.py:1345(ImmutableProbabilisticTree)
        1    0.003    0.003    0.003    0.003 tree.py:15(<module>)
        1    0.000    0.000    0.000    0.000 tree.py:25(TreeSegmentWidget)
        1    0.000    0.000    0.000    0.000 tree.py:30(Tree)
        1    0.000    0.000    0.000    0.000 tree.py:447(TreeWidget)
        1    0.000    0.000    0.000    0.000 tree.py:735(ImmutableTree)
        1    0.000    0.000    0.000    0.000 tree.py:751(TreeView)
        1    0.000    0.000    0.000    0.000 tree.py:791(AbstractParentedTree)
        1    0.000    0.000    0.133    0.133 treebank.py:17(<module>)
        1    0.000    0.000    0.133    0.133 treebank.py:23(TreebankWordTokenizer)
        1    0.000    0.000    0.000    0.000 treetransforms.py:108(<module>)
        1    0.000    0.000    0.000    0.000 twodim_base.py:3(<module>)
        1    0.000    0.000    0.347    0.347 type_check.py:3(<module>)
        1    0.000    0.000    0.000    0.000 typeconv.py:1(<module>)
